channel,time_units,distribution,ci_hi,ci_lo,mean,is_int_time_unit
display,0.0,posterior,1.0,1.0,1.0,True
display,0.0,prior,1.0,1.0,1.0,True
display,0.2,posterior,0.9143921705419804,0.45910200897439407,0.7211330878886419,False
display,0.2,prior,0.9896680456223568,0.5204894395151515,0.8350473993269041,False
display,0.4,posterior,0.836113042991439,0.2107746551312378,0.5393102808329813,False
display,0.4,prior,0.9794428420962638,0.2709095436170268,0.7192237976496832,False
display,0.6000000000000001,posterior,0.7645352228384998,0.09676706805867763,0.41490689968499955,False
display,0.6000000000000001,prior,0.9693232864446014,0.1410058546116598,0.6325703102342597,False
display,0.8,posterior,0.6990850254871586,0.044425955656126614,0.3265550150708102,False
display,0.8,prior,0.959308287086655,0.07339229047408753,0.5650278035941326,False
display,1.0,posterior,0.639237878262524,0.02039604568074763,0.2619090938366323,True
display,1.0,prior,0.9493967637203596,0.03820007296222679,0.5107756585562183,True
display,1.2000000000000002,posterior,0.5845141160426257,0.009363865655279741,0.21343844360857483,False
display,1.2000000000000002,prior,0.9395876472057636,0.019882838980779593,0.4661727226596678,False
display,1.4000000000000001,posterior,0.5344751368174042,0.004298969593662326,0.17634368112934665,False
display,1.4000000000000001,prior,0.9298798794496955,0.010348872795403521,0.4288135295224877,False
display,1.6,posterior,0.48871988636226066,0.00197366560886694,0.14745406243621598,False
display,1.6,prior,0.9202724132916227,0.005386518435295412,0.3970401487729921,False
display,1.8,posterior,0.44688164385135376,0.0009061138628086548,0.12461096177009258,False
display,1.8,prior,0.9107642123906894,0.0028036493690985426,0.3696700060084903,False
display,2.0,posterior,0.40862508264781483,0.000415998703417173,0.10630691085705778,True
display,2.0,prior,0.901354251113922,0.0014592835662070533,0.34583537774003603,True
display,2.2,posterior,0.3736435827135564,0.00019098584487761648,0.0914658684117929,False
display,2.2,prior,0.892041514425589,0.0007595495787640956,0.3248843055521281,False
display,2.4000000000000004,posterior,0.34165677309804443,8.768198729488357e-05,0.0793049474996521,False
display,2.4000000000000004,prior,0.8828249977777054,0.0003953420442215535,0.30631700775883874,False
display,2.6,posterior,0.3124082848094519,4.0254977632653296e-05,0.06924488336915217,False
display,2.6,prior,0.873703707001667,0.0002057739142499574,0.2897436918251427,False
display,2.8000000000000003,posterior,0.2856636960577955,1.848114165672562e-05,0.060850604999874096,False
display,2.8000000000000003,prior,0.8646766582010056,0.00010710458706714939,0.2748557514679594,False
display,3.0,posterior,0.2612086534014922,8.48472953679886e-06,0.05379091976096043,True
display,3.0,prior,0.8557428776452513,5.5747610707829834e-05,0.26140560846194255,True
display,3.2,posterior,0.23884715373860804,3.895356510742021e-06,0.04781063049711101,False
display,3.2,prior,0.8469014016648924,2.9016490194214804e-05,0.24919229744138108,False
display,3.4000000000000004,posterior,0.2183999733732229,1.78836606575606e-06,0.04271091473399378,False
display,3.4000000000000004,prior,0.8381512765474199,1.510302466694869e-05,0.23805096157485986,False
display,3.6,posterior,0.19970323156611575,8.210424857629979e-07,0.038335300772469966,False
display,3.6,prior,0.8294915584344473,7.861101677122388e-06,0.2278450700352678,False
display,3.8000000000000003,posterior,0.18260707705684925,3.769422703147272e-07,0.03455950119353237,False
display,3.8000000000000003,prior,0.8209213132198913,4.091695657575919e-06,0.21846056641226003,False
display,4.0,posterior,0.16697448702992967,1.730549611510579e-07,0.03128394685549633,True
display,4.0,prior,0.8124396164492069,2.1297256366167564e-06,0.20980141050675047,True
display,4.2,posterior,0.15268016889893923,7.944988399128567e-08,0.02842823864819624,False
display,4.2,prior,0.8040455532196623,1.1085222597565504e-06,0.20178614097722347,False
display,4.4,posterior,0.13960955610661002,3.647560311919125e-08,0.025926979105759126,False
display,4.4,prior,0.7957382180816448,5.769864315328505e-07,0.19434519617868387,False
display,4.6000000000000005,posterior,0.12765788989233134,1.6746023519876143e-08,0.023726608908433002,False
display,4.6000000000000005,prior,0.7875167149409859,3.00322038245039e-07,0.18741880511369027,False
display,4.800000000000001,posterior,0.11672937966759933,7.688133447907257e-09,0.021782983415634973,False
display,4.800000000000001,prior,0.7793801569622958,1.5631808422862266e-07,0.18095531192564476,False
display,5.0,posterior,0.1067364352699468,3.5296377064440144e-09,0.020059499855693195,True
display,5.0,prior,0.7713276664732979,8.136388209948056e-08,0.17490983350395442,True
display,5.2,posterior,0.09759896494198861,1.6204638553439633e-09,0.018525638228535056,False
display,5.2,prior,0.7633583748701497,4.2350107283231184e-08,0.1692431754874636,False
