channel,time_units,distribution,ci_hi,ci_lo,mean,is_int_time_unit
display,0.0,posterior,1.0,1.0,1.0,True
display,0.0,prior,1.0,1.0,1.0,True
display,0.2,posterior,0.9343035909707509,0.5330831021327722,0.7768809992989718,False
display,0.2,prior,0.9896680456223568,0.5204894395151515,0.8350473993269041,False
display,0.4,posterior,0.8729232010711149,0.284177594534245,0.6195724532600184,False
display,0.4,prior,0.9794428420962638,0.2709095436170268,0.7192237976496832,False
display,0.6000000000000001,posterior,0.8155752832156129,0.15149027445554272,0.5039821702003354,False
display,0.6000000000000001,prior,0.9693232864446014,0.1410058546116598,0.6325703102342597,False
display,0.8,posterior,0.7619949183566104,0.08075690609301397,0.41647234898072893,False
display,0.8,prior,0.959308287086655,0.07339229047408753,0.5650278035941326,False
display,1.0,posterior,0.7119345916880279,0.04305014247590918,0.348672767017837,True
display,1.0,prior,0.9493967637203596,0.03820007296222679,0.5107756585562183,True
display,1.2000000000000002,posterior,0.6651630492481603,0.02294930380294026,0.2951536449278072,False
display,1.2000000000000002,prior,0.9395876472057636,0.019882838980779593,0.4661727226596678,False
display,1.4000000000000001,posterior,0.6214642296396709,0.012233886257906479,0.2522452646676536,False
display,1.4000000000000001,prior,0.9298798794496955,0.010348872795403521,0.4288135295224877,False
display,1.6,posterior,0.5806362659318192,0.006521678158673046,0.21738631223436186,False
display,1.6,prior,0.9202724132916227,0.005386518435295412,0.3970401487729921,False
display,1.8,posterior,0.5424905531342006,0.003476596497749718,0.18874148253816933,False
display,1.8,prior,0.9107642123906894,0.0028036493690985426,0.3696700060084903,False
display,2.0,posterior,0.5068508769341766,0.00185331489014651,0.16496639593560974,True
display,2.0,prior,0.901354251113922,0.0014592835662070533,0.34583537774003603,True
display,2.2,posterior,0.4735525996731871,0.0009879708770824912,0.14505758020798307,False
display,2.2,prior,0.892041514425589,0.0007595495787640956,0.3248843055521281,False
display,2.4000000000000004,posterior,0.4424418998015497,0.0005266705953421941,0.12825372109790162,False
display,2.4000000000000004,prior,0.8828249977777054,0.0003953420442215535,0.30631700775883874,False
display,2.6,posterior,0.4133750612984002,0.00028075920370466045,0.1139689220135536,False
display,2.6,prior,0.873703707001667,0.0002057739142499574,0.2897436918251427,False
display,2.8000000000000003,posterior,0.38621780977423503,0.00014966799242414135,0.10174655578057074,False
display,2.8000000000000003,prior,0.8646766582010056,0.00010710458706714939,0.2748557514679594,False
display,3.0,posterior,0.3608446921891778,7.978548065396855e-05,0.09122671101963653,True
display,3.0,prior,0.8557428776452513,5.5747610707829834e-05,0.26140560846194255,True
display,3.2,posterior,0.33713849732156564,4.253229322406786e-05,0.08212281941110994,False
display,3.2,prior,0.8469014016648924,2.9016490194214804e-05,0.24919229744138108,False
display,3.4000000000000004,posterior,0.31498971430970596,2.267324777465374e-05,0.07420460875389844,False
display,3.4000000000000004,prior,0.8381512765474199,1.510302466694869e-05,0.23805096157485986,False
display,3.6,posterior,0.2942960267655271,1.2086725803926992e-05,0.06728549325998963,False
display,3.6,prior,0.8294915584344473,7.861101677122388e-06,0.2278450700352678,False
display,3.8000000000000003,posterior,0.2749618401231771,6.443229593654469e-06,0.06121312670227289,False
display,3.8000000000000003,prior,0.8209213132198913,4.091695657575919e-06,0.21846056641226003,False
display,4.0,posterior,0.2568978400391499,3.4347769925329727e-06,0.05586224292641299,True
display,4.0,prior,0.8124396164492069,2.1297256366167564e-06,0.20980141050675047,True
display,4.2,posterior,0.24002057980396244,1.8310216713772802e-06,0.0511291724564071,False
display,4.2,prior,0.8040455532196623,1.1085222597565504e-06,0.20178614097722347,False
display,4.4,posterior,0.22425209485942788,9.760867669744315e-07,0.046927602081580824,False
display,4.4,prior,0.7957382180816448,5.769864315328505e-07,0.19434519617868387,False
display,4.6000000000000005,posterior,0.2095195426407801,5.203353920246352e-07,0.043185266403146474,False
display,4.6000000000000005,prior,0.7875167149409859,3.00322038245039e-07,0.18741880511369027,False
display,4.800000000000001,posterior,0.19575486607989762,2.773820218343797e-07,0.03984134523264434,False
display,4.800000000000001,prior,0.7793801569622958,1.5631808422862266e-07,0.18095531192564476,False
display,5.0,posterior,0.18289447921517565,1.4786767807759283e-07,0.03684440059875156,True
display,5.0,prior,0.7713276664732979,8.136388209948056e-08,0.17490983350395442,True
display,5.2,posterior,0.17087897345571687,7.882576575524581e-08,0.034150729852581864,False
display,5.2,prior,0.7633583748701497,4.2350107283231184e-08,0.1692431754874636,False
